original_index,label,uncertainty,uncertainty_percentile,loss,rarity,rarity_percentile,score,score_percentile
93,69,7.719154382357374e-05,0.26952695846557617,2.7894584491150454e-05,0.680575966835022,0.5454545617103577,0.35230523347854614,0.2919291853904724
94,95,0.0003964939678553492,0.44254425168037415,0.000164018536452204,0.6772212386131287,0.5555555820465088,0.4764476716518402,0.46564656496047974
101,39,1.49327324834303e-05,0.14091409742832184,4.768360213347478e-06,0.7373709082603455,0.6565656661987305,0.29560956358909607,0.21512150764465332
105,93,0.0006684922846034169,0.5104510188102722,0.0003023882454726845,0.7291514873504639,0.5959596037864685,0.5361036062240601,0.5528553128242493
106,51,0.004339554347097874,0.7425742745399475,0.002745075849816203,0.7228399515151978,0.5656565427780151,0.6894989609718323,0.7636763453483582
113,4,7.103883945092093e-06,0.10181017965078354,2.145764938177308e-06,0.656528115272522,0.34343433380126953,0.17429742217063904,0.08080808073282242
120,34,0.00011575554526643828,0.30983099341392517,4.8636207793606445e-05,0.6928626894950867,0.7272727489471436,0.43506354093551636,0.4089408814907074
122,46,9.597501048119739e-05,0.28992900252342224,3.528532761265524e-05,0.7570533156394958,0.8888888955116272,0.46961697936058044,0.45634564757347107
123,53,0.00012251149746589363,0.3138313889503479,4.970903682988137e-05,0.7035301923751831,0.5757575631141663,0.39240923523902893,0.34863486886024475
132,87,0.02234858274459839,0.8964896202087402,0.014550527557730675,0.6901196837425232,0.6262626051902771,0.8154215216636658,0.9109910726547241
133,30,0.01646575704216957,0.8735873699188232,0.01062403991818428,0.7269595861434937,0.808080792427063,0.8539354205131531,0.9428942799568176
137,19,6.246528937481344e-05,0.2506250739097595,2.407998726994265e-05,0.8679602742195129,0.9898989796638489,0.4724072813987732,0.4601460099220276
139,87,8.698036253917962e-06,0.1098109781742096,2.622600959512056e-06,0.6737539768218994,0.5555555820465088,0.2435343712568283,0.1503150314092636
143,63,0.0006194367888383567,0.5020502209663391,0.00028534632292576134,0.7938799262046814,0.8989899158477783,0.6211321353912354,0.6657665967941284
145,4,0.00017257370927836746,0.35113510489463806,6.627816765103489e-05,0.7133244872093201,0.6060606241226196,0.4276127517223358,0.39853984117507935
159,46,4.845526291319402e-07,0.031803179532289505,1.1920928244535389e-07,0.8249258995056152,0.9595959782600403,0.31014102697372437,0.23592358827590942
172,21,8.446282606655586e-08,0.015801580622792244,-0.0,0.607917308807373,0.20202019810676575,0.07166716456413269,0.018101809546351433
185,45,7.465063845302211e-06,0.10441043972969055,2.50339189733495e-06,0.663167417049408,0.1818181872367859,0.1276327669620514,0.04700469970703125
191,67,0.004800816066563129,0.7554755210876465,0.0029856651090085506,0.6646135449409485,0.28282827138900757,0.6136813163757324,0.6554655432701111
194,74,0.0013950831489637494,0.604760468006134,0.0005989664932712913,0.6626875996589661,0.3737373650074005,0.5354535579681396,0.5520551800727844
197,94,0.011145252734422684,0.8397839665412903,0.00893511064350605,0.7002447843551636,0.868686854839325,0.8484548330307007,0.9389938712120056
199,69,0.003121434012427926,0.7066706418991089,0.001650758320465684,0.6185145974159241,0.1515151560306549,0.5401239991188049,0.5584558248519897
203,46,1.4559004739567172e-06,0.05200520157814026,4.768370445162873e-07,0.5872337222099304,0.19191919267177582,0.09397940337657928,0.02870287001132965
204,49,0.0002574119425844401,0.39133912324905396,9.917721035890281e-05,0.737946629524231,0.868686854839325,0.5345434546470642,0.5502550005912781
208,49,5.127174881636165e-05,0.23272326588630676,1.7523612768854946e-05,0.6027741432189941,0.4545454680919647,0.2992699146270752,0.22062206268310547
211,41,0.001166448462754488,0.5830582976341248,0.0006380429258570075,0.7309880256652832,0.7777777910232544,0.6414741277694702,0.6935693621635437
217,37,4.827238171856152e-06,0.08610861003398895,1.4305104514278355e-06,0.48896095156669617,0.0,0.06027602776885033,0.011701170355081558
220,9,0.0005409480072557926,0.4836483597755432,0.0002703301142901182,0.5922538638114929,0.14141413569450378,0.3809780776500702,0.33123311400413513
225,54,0.0017387516563758254,0.6347634792327881,0.0008719933102838695,0.6934299468994141,0.6464646458625793,0.6382738351821899,0.6882688403129578
227,28,8.479136158712208e-05,0.27782776951789856,3.40932747349143e-05,0.6263497471809387,0.2626262605190277,0.27326732873916626,0.18581858277320862
229,89,0.0007460268680006266,0.524152398109436,0.0003110878460574895,0.5594169497489929,0.06060606241226196,0.3850885033607483,0.3382338285446167
237,40,0.0016034099971875548,0.6250625252723694,0.0008574623498134315,0.6743809580802917,0.2222222238779068,0.5042104125022888,0.5048505067825317
244,10,0.001680224435403943,0.6311631202697754,0.0008170842193067074,0.8098344206809998,0.939393937587738,0.7236323356628418,0.8097809553146362
250,42,0.004409081302583218,0.7449744939804077,0.0026385514065623283,0.6696995496749878,0.5757575631141663,0.6942093968391418,0.7709770798683167
251,48,7.850156544009224e-05,0.2707270681858063,2.8729025871143676e-05,0.6241773962974548,0.5252525210380554,0.3470847010612488,0.28382837772369385
256,23,0.002099358243867755,0.659965991973877,0.0010097887134179473,0.6236405372619629,0.4848484992980957,0.6074307560920715,0.6464646458625793
258,52,1.02536453994162e-07,0.017901789397001266,-0.0,0.5911449193954468,0.7373737096786499,0.23374336957931519,0.1404140442609787
262,43,0.007320086006075144,0.7972797155380249,0.005280476063489914,0.6345229744911194,0.5555555820465088,0.724762499332428,0.811281144618988
263,86,0.00033239464391954243,0.42164215445518494,0.0001515035255579278,0.723362147808075,0.7171717286109924,0.5103010535240173,0.5158515572547913
265,66,6.436037801904604e-05,0.2537253797054291,2.4318398573086597e-05,0.6909758448600769,0.5858585834503174,0.35336536169052124,0.29362934827804565
267,46,0.00012500125740189105,0.3162316083908081,4.649054244509898e-05,0.7631993889808655,0.9090909361839294,0.49408942461013794,0.48894888162612915
270,57,0.0003107463417109102,0.41454145312309265,0.0001401803019689396,0.6428688764572144,0.09090909361839294,0.31745174527168274,0.2467246651649475
276,90,0.005961168557405472,0.7795779705047607,0.0040070489048957825,0.6282146573066711,0.42424243688583374,0.6729772686958313,0.7384738326072693
283,57,7.5468542490853e-06,0.10471047461032867,2.145764938177308e-06,0.7267575860023499,0.4141414165496826,0.19753976166248322,0.10241024196147919
285,5,0.1616397351026535,0.9878987669944763,0.4441881775856018,0.8269199728965759,0.9494949579238892,0.9763776659965515,0.9980998039245605
287,78,0.016312038525938988,0.872587263584137,0.0110394898802042,0.732181191444397,0.6363636255264282,0.801720142364502,0.899389922618866
295,50,0.0009336539078503847,0.5520551800727844,0.00042012447374872863,0.8071373701095581,0.9494949579238892,0.6712871193885803,0.7356735467910767
308,2,0.000468494719825685,0.4642464220523834,0.00022146634000819176,0.651264488697052,0.2222222238779068,0.3916391432285309,0.34763476252555847
312,97,0.000129811029182747,0.32033202052116394,4.815939246327616e-05,0.5930938124656677,0.28282827138900757,0.30908089876174927,0.23392339050769806
316,42,1.5027607332740445e-05,0.1415141522884369,5.125986263010418e-06,0.638046145439148,0.3232323229312897,0.19602960348129272,0.10091008991003036
330,54,4.3880543671548367e-05,0.21782177686691284,1.597391747054644e-05,0.7672761082649231,0.8888888955116272,0.4191419184207916,0.38663867115974426
337,88,3.0158073371922e-08,0.010501050390303135,-0.0,0.5719403028488159,0.28282827138900757,0.09219922125339508,0.02760276012122631
342,3,0.017153896391391754,0.876487672328949,0.014830107800662518,0.6819549202919006,0.42424243688583374,0.7408140897750854,0.8309831023216248
347,96,0.017007378861308098,0.8757875561714172,0.013606893830001354,0.5233912467956543,0.06060606241226196,0.6312330961227417,0.6791679263114929
349,96,0.0020866934210062027,0.6589658856391907,0.0012376990634948015,0.526287853717804,0.07070706784725189,0.4824882447719574,0.47424742579460144
351,19,0.000663030194118619,0.5090509057044983,0.00029976642690598965,0.6132230162620544,0.1111111119389534,0.3896689713001251,0.34483447670936584
360,3,0.0033834190107882023,0.7158715724945068,0.0020080895628780127,0.7956877946853638,0.9090909361839294,0.7738373279571533,0.8705870509147644
361,80,0.014977505430579185,0.8659865856170654,0.01022529136389494,0.8361422419548035,0.9595959782600403,0.8940694332122803,0.9674967527389526
362,82,2.911541741923429e-05,0.1855185478925705,9.65590606938349e-06,0.675115168094635,0.5252525210380554,0.2874387502670288,0.20342034101486206
364,26,3.991259291069582e-05,0.2099209874868393,1.3112935448589269e-05,0.7550670504570007,0.7171717286109924,0.36209622025489807,0.3076307773590088
375,77,0.006029294338077307,0.7806780934333801,0.0033868353348225355,0.6896322965621948,0.4747474789619446,0.6888989210128784,0.7624762654304504
380,55,0.000160187526489608,0.3431343138217926,6.496695277746767e-05,0.6767725944519043,0.31313130259513855,0.33413341641426086,0.2683268189430237
383,3,0.004864757880568504,0.7573757171630859,0.0031491946429014206,0.6921572685241699,0.46464645862579346,0.6695569157600403,0.7326732873916626
389,4,3.7460333714989247e-06,0.07840783894062042,1.0728830375228426e-06,0.6277647018432617,0.20202019810676575,0.11549155414104462,0.04050404950976372
396,65,1.962472015293315e-05,0.15911591053009033,6.318072337307967e-06,0.6797114014625549,0.38383838534355164,0.22653265297412872,0.1332133263349533
398,9,0.0014479125384241343,0.6105610728263855,0.0007900454220362008,0.6239868402481079,0.28282827138900757,0.5122412443161011,0.5185518264770508
410,88,2.2715892100677593e-06,0.06320632249116898,7.152555099310121e-07,0.5789791941642761,0.31313130259513855,0.1381838172674179,0.05290529131889343
418,96,0.0011203299509361386,0.5780578255653381,0.0005999195855110884,0.5726810097694397,0.2525252401828766,0.4803980588912964,0.47074708342552185
419,92,0.1508144736289978,0.9851984977722168,0.16980378329753876,0.7368119359016418,0.747474730014801,0.9138813614845276,0.9787978529930115
422,99,0.038231849670410156,0.9301930069923401,0.03956196829676628,0.7499470114707947,0.6060606241226196,0.8329532742500305,0.9263926148414612
426,67,0.002427003812044859,0.6773677468299866,0.0012196014868095517,0.6753717064857483,0.3737373650074005,0.5862786173820496,0.6165616512298584
429,6,5.797141420771368e-05,0.2441244125366211,2.109982233378105e-05,0.6955623626708984,0.4040403962135315,0.2920992076396942,0.21032103896141052
436,71,0.015244491398334503,0.8673867583274841,0.01325191929936409,0.5793137550354004,0.19191919267177582,0.6647464632987976,0.7273727655410767
438,55,0.00039128080243244767,0.4410440921783447,0.00016604475968051702,0.676124095916748,0.2929292917251587,0.39660966396331787,0.3551355004310608
453,29,0.0022462347988039255,0.666866660118103,0.001013361383229494,0.7326335906982422,0.6565656661987305,0.6637763381004333,0.7261726260185242
456,54,0.00012291446910239756,0.31443142890930176,4.577531944960356e-05,0.6788720488548279,0.5858585834503174,0.39585959911346436,0.35363537073135376
460,70,0.003923560958355665,0.7323732376098633,0.002552943304181099,0.5826733112335205,0.16161616146564484,0.5611461400985718,0.5867586731910706
461,75,0.00846918486058712,0.8116811513900757,0.004697596654295921,0.6345380544662476,0.3030303120613098,0.6590858697891235,0.719171941280365
462,60,0.00014245121565181762,0.33123311400413513,5.245071224635467e-05,0.8141534924507141,0.9494949579238892,0.5167117118835449,0.5246524810791016
465,58,9.55411815084517e-05,0.2892289161682129,3.540453326422721e-05,0.5287758708000183,0.1818181872367859,0.2570056915283203,0.1660166084766388
480,85,1.668529694143217e-05,0.14861486852169037,5.8412379075889476e-06,0.6161749362945557,0.35353535413742065,0.2100910246372223,0.11521152406930923
488,4,1.1619620636338368e-05,0.12531253695487976,3.576272320060525e-06,0.6911675930023193,0.49494948983192444,0.2362036406993866,0.14301429688930511
496,86,2.2744375201000366e-06,0.06330633163452148,7.152555099310121e-07,0.681300699710846,0.5656565427780151,0.21401140093803406,0.11981198191642761
498,54,0.00013322537415660918,0.3233323395252228,5.1377883210079744e-05,0.6164442896842957,0.42424243688583374,0.35360538959503174,0.294329434633255
501,96,0.008961020037531853,0.8179817795753479,0.006114585790783167,0.5612694621086121,0.19191919267177582,0.6301630139350891,0.6779677867889404
502,1,0.033146023750305176,0.9229922890663147,0.02544756792485714,0.6618151068687439,0.4040403962135315,0.7673067450523376,0.8619862198829651
504,79,0.012278853915631771,0.8488848805427551,0.00902655441313982,0.7085704803466797,0.5050504803657532,0.7457345724105835,0.8368836641311646
505,30,0.0029306530486792326,0.6982698440551758,0.0015582811320200562,0.733086109161377,0.8181818127632141,0.7342433929443359,0.8239824175834656
512,33,0.0018625075463205576,0.6445644497871399,0.0010340826120227575,0.824049711227417,0.8888888955116272,0.7178617715835571,0.8030803203582764
519,22,0.0008612014935351908,0.5429542660713196,0.00040415700641460717,0.6718558669090271,0.19191919267177582,0.43764373660087585,0.41234123706817627
521,85,5.022047844249755e-05,0.23032303154468536,1.8000440832111053e-05,0.6205639839172363,0.4444444477558136,0.2945594787597656,0.213521346449852
523,42,3.106169742750353e-06,0.07120712101459503,8.344646857949556e-07,0.6203026175498962,0.1818181872367859,0.10439044237136841,0.03390339016914368
525,26,0.0015423790318891406,0.6202620267868042,0.0008043391280807555,0.6868711709976196,0.3030303120613098,0.5250924825668335,0.5384538173675537
529,19,0.0005216498393565416,0.4784478545188904,0.0002498314715921879,0.6943948268890381,0.5454545617103577,0.4985498785972595,0.49624961614608765
532,10,0.16798348724842072,0.989298939704895,0.2200927734375,0.7363051176071167,0.5959596037864685,0.8712971210479736,0.9541954398155212
533,31,1.2039246030326467e-05,0.12731273472309113,3.6954811548639555e-06,0.6185196042060852,0.5050504803657532,0.24063406884670258,0.1476147621870041
538,94,0.00019643503765109926,0.36303630471229553,7.748303323751315e-05,0.6842883229255676,0.7575757503509521,0.48139816522598267,0.4725472629070282
540,90,0.0015973456902429461,0.6241624355316162,0.0007818264421075583,0.5543327927589417,0.05050504952669144,0.45206522941589355,0.43254324793815613
554,69,0.0005499513354152441,0.4868486821651459,0.0002165798214264214,0.6549221873283386,0.3737373650074005,0.4529153108596802,0.4335433542728424
555,89,6.228324491530657e-05,0.2503250241279602,2.1576648578047752e-05,0.7336012721061707,0.8888888955116272,0.44189417362213135,0.4186418652534485
562,2,4.968749635736458e-05,0.2296229600906372,1.7881233361549675e-05,0.6903660297393799,0.5353535413742065,0.3213421404361725,0.25212520360946655
564,95,0.011020844802260399,0.8373837471008301,0.007314213085919619,0.7580410838127136,0.8282828330993652,0.8346534371376038,0.9275927543640137
565,50,0.0002517499087844044,0.3893389403820038,0.00010096516780322418,0.7246823906898499,0.6868686676025391,0.47859787940979004,0.46804681420326233
567,59,0.0016957636689767241,0.6321632266044617,0.0009155849111266434,0.6914518475532532,0.7171717286109924,0.6576657891273499,0.7164716720581055
568,71,0.004110849928110838,0.7369737029075623,0.002713571535423398,0.701325535774231,0.7272727489471436,0.734063446521759,0.8234823346138
573,16,0.00015303395048249513,0.33883386850357056,6.282132380874828e-05,0.6519497632980347,0.24242424964904785,0.30991098284721375,0.23542353510856628
577,31,3.932954859919846e-05,0.2086208611726761,1.3589766240329482e-05,0.5775675773620605,0.28282827138900757,0.23088309168815613,0.13731373846530914
582,62,0.006101499777287245,0.7817781567573547,0.0033040239941328764,0.7457665205001831,0.7272727489471436,0.7654265761375427,0.8593859672546387
589,26,1.4419661965803243e-05,0.13851384818553925,4.768360213347478e-06,0.6644480228424072,0.1515151560306549,0.14241424202919006,0.05600560083985329
602,52,2.9711176466662437e-05,0.18761876225471497,1.0132738680113107e-05,0.6527112722396851,0.868686854839325,0.3919392228126526,0.3480347990989685
616,43,1.0161343197978567e-05,0.11801180243492126,3.099436753473128e-06,0.512137234210968,0.0,0.08260826021432877,0.022402239963412285
618,6,0.21619313955307007,0.994599461555481,1.2952836751937866,0.8399028778076172,0.9696969985961914,0.987128734588623,0.9993999600410461
622,77,0.07631496340036392,0.9606960415840149,0.07286370545625687,0.6519901156425476,0.20202019810676575,0.73309326171875,0.8222822546958923
623,44,0.00023270108795259148,0.3807380795478821,9.226373367710039e-05,0.8006234765052795,0.8989899158477783,0.5362136363983154,0.5530552864074707
635,84,0.00023781995696481317,0.3821382224559784,9.679325739853084e-05,0.8143023252487183,0.8585858345031738,0.5250725150108337,0.5383538603782654
661,44,0.0010149999288842082,0.564056396484375,0.000491021724883467,0.7283032536506653,0.5454545617103577,0.5584758520126343,0.5823582410812378
671,57,0.0005660856259055436,0.49024903774261475,0.000248043768806383,0.7172877192497253,0.3636363744735718,0.4522652328014374,0.43274328112602234
673,81,3.283774640294723e-05,0.1952195167541504,1.1444026313256472e-05,0.5518479943275452,0.16161616146564484,0.1851385086774826,0.09110911190509796
675,81,0.0004026895039714873,0.44404441118240356,0.00017712931730784476,0.703463077545166,0.939393937587738,0.5926492214202881,0.6262626051902771
693,37,0.0032851174473762512,0.7123712301254272,0.0017690499080345035,0.7447558641433716,0.8989899158477783,0.7683568000793457,0.8631862998008728
698,64,0.0006888821953907609,0.5147514939308167,0.0003146630187984556,0.6730380058288574,0.4545454680919647,0.49668967723846436,0.49274927377700806
699,16,0.002139759948477149,0.6619662046432495,0.0012584156356751919,0.6926063299179077,0.49494948983192444,0.6118612289428711,0.6533653140068054
703,25,0.0007249462069012225,0.5215521454811096,0.00036483307485468686,0.6236072182655334,0.17171716690063477,0.41660165786743164,0.38273826241493225
719,62,0.00023501778196077794,0.3811381161212921,9.464769391342998e-05,0.6180022954940796,0.07070706784725189,0.28800880908966064,0.2038203775882721
730,93,0.0020560070406645536,0.6571657061576843,0.0011151769431307912,0.6845222115516663,0.21212121844291687,0.5236523747444153,0.5360535979270935
745,35,0.0003367940371390432,0.42314231395721436,0.0001456631434848532,0.6364753246307373,0.4747474789619446,0.4386238753795624,0.4140413999557495
750,66,0.00029422377701848745,0.4077407717704773,0.00012730741582345217,0.7374358177185059,0.7777777910232544,0.518751859664917,0.5277527570724487
752,53,4.9557096645003185e-05,0.22922292351722717,1.823885577323381e-05,0.578835129737854,0.07070706784725189,0.18166816234588623,0.08810880780220032
757,93,0.0005772055010311306,0.493049293756485,0.00024720950750634074,0.6905969381332397,0.2626262605190277,0.4239223599433899,0.3933393359184265
769,78,2.1469881176017225e-05,0.1647164672613144,7.510157047363464e-06,0.6805352568626404,0.31313130259513855,0.20924091339111328,0.11371137201786041
770,93,0.0005079891998320818,0.4752475321292877,0.00025042734341695905,0.7122707962989807,0.39393940567970276,0.4508551061153412,0.43024301528930664
777,75,0.00010520995419938117,0.29993000626564026,3.9934315282152966e-05,0.6057266592979431,0.12121212482452393,0.2463146448135376,0.15361535549163818
780,37,0.015737412497401237,0.8690869212150574,0.0112127885222435,0.6960368752479553,0.8787878751754761,0.8719972372055054,0.9544954299926758
784,36,0.013669794425368309,0.8595859408378601,0.009560986422002316,0.7558655142784119,0.8989899158477783,0.871407151222229,0.9543954133987427
788,70,6.43360908725299e-05,0.25352534651756287,2.47952248173533e-05,0.5293899178504944,0.010101010091602802,0.18049803376197815,0.08700869977474213
789,0,4.093485404155217e-05,0.21192118525505066,1.3232143828645349e-05,0.640444278717041,0.2525252401828766,0.22410240769386292,0.13011300563812256
792,53,0.12732209265232086,0.9786978960037231,0.251691609621048,0.6771883964538574,0.4444444477558136,0.8184218406677246,0.9137913584709167
794,64,1.108540345740039e-06,0.04430443048477173,3.576278118089249e-07,0.6580544114112854,0.3737373650074005,0.14313432574272156,0.057205721735954285
797,63,2.9553060812759213e-05,0.1868186891078949,9.65590606938349e-06,0.6959682106971741,0.5757575631141663,0.30350035429000854,0.22612261772155762
799,14,0.00018950362573377788,0.35953596234321594,7.676783570786938e-05,0.7417807579040527,0.6363636255264282,0.4425842761993408,0.41934192180633545
814,71,2.5360424842801876e-05,0.1745174527168274,7.867782187531702e-06,0.6580548882484436,0.6060606241226196,0.30398041009902954,0.2271227091550827
817,45,0.013912576250731945,0.8606860637664795,0.008301041088998318,0.7092680335044861,0.5555555820465088,0.7691469192504883,0.8636863827705383
818,19,8.44331007101573e-05,0.27772778272628784,3.3854863431770355e-05,0.6354666352272034,0.20202019810676575,0.25501549243927,0.16421642899513245
822,0,0.026319734752178192,0.9079908132553101,0.025163384154438972,0.6384085416793823,0.24242424964904785,0.7083207964897156,0.790579080581665
840,50,0.005415747407823801,0.7690768837928772,0.003460967680439353,0.695671796798706,0.4040403962135315,0.6595659255981445,0.7202720046043396
844,71,0.00020280112221371382,0.366036593914032,8.892617915989831e-05,0.6330135464668274,0.4444444477558136,0.38955897092819214,0.3443344235420227
854,50,0.0022890258114784956,0.669966995716095,0.0010931475553661585,0.6521836519241333,0.2222222238779068,0.5356435775756836,0.5522552132606506
855,11,0.039047542959451675,0.9311931133270264,0.043832823634147644,0.6932777762413025,0.6565656661987305,0.8488048315048218,0.9394939541816711
862,12,7.157054642448202e-05,0.26312631368637085,2.7656173188006505e-05,0.6309319138526917,0.3737373650074005,0.29630962014198303,0.2160215973854065
865,50,1.9340975995874032e-05,0.15801580250263214,6.079655122448457e-06,0.7800037860870361,0.8989899158477783,0.38030803203582764,0.330733060836792
867,72,0.0035093454644083977,0.7212721109390259,0.0019055319717153907,0.9265605807304382,0.9898989796638489,0.8018601536750793,0.8994899392127991
872,22,0.0003265958512201905,0.4190419018268585,0.00014888131408952177,0.7422439455986023,0.5151515007019043,0.4478747844696045,0.42574256658554077
884,26,9.285583655582741e-05,0.2859286069869995,3.564294092939235e-05,0.7084802389144897,0.4141414165496826,0.3243924677371979,0.2555255591869354
888,98,0.01358095183968544,0.8589859008789062,0.007961326278746128,0.7908999919891357,0.9494949579238892,0.8861386179924011,0.9628962874412537
892,93,0.017982855439186096,0.8804880380630493,0.010829368606209755,0.6331812143325806,0.010101010091602802,0.6193718910217285,0.6632663011550903
904,32,0.0011190221412107348,0.5778577923774719,0.0004945961991325021,0.7381995320320129,0.6262626051902771,0.5923792123794556,0.6255625486373901
905,78,1.637854984437581e-05,0.14691469073295593,5.125986263010418e-06,0.7851758003234863,0.7979797720909119,0.34223422408103943,0.27802780270576477
915,0,0.0010957714403048158,0.5753575563430786,0.0005128260818310082,0.551459550857544,0.06060606241226196,0.4209321141242981,0.38903889060020447
919,33,1.332798092334997e-06,0.048904892057180405,3.576278118089249e-07,0.6239956617355347,0.2525252401828766,0.10999099910259247,0.037803780287504196
930,29,1.96290548046818e-05,0.15921592712402344,6.9141146923357155e-06,0.7728834748268127,0.8181818127632141,0.3569056987762451,0.2994299530982971
939,3,0.011477560736238956,0.842684268951416,0.006765909492969513,0.6898617148399353,0.4545454680919647,0.7262426018714905,0.8131813406944275
941,79,3.859257049043663e-06,0.07980798184871674,1.1920922133867862e-06,0.6683741211891174,0.28282827138900757,0.14071407914161682,0.05520552024245262
942,10,0.054440755397081375,0.9463946223258972,0.04796598479151726,0.7244954109191895,0.5252525210380554,0.8200520277023315,0.9152915477752686
945,22,0.00012550316751003265,0.31673166155815125,4.708655978902243e-05,0.7274271249771118,0.4040403962135315,0.3429242968559265,0.27872785925865173
956,38,0.001084989751689136,0.5739573836326599,0.0005274811992421746,0.5952273011207581,0.14141413569450378,0.44419440627098083,0.4215421676635742
957,24,2.306811984453816e-05,0.1684168428182602,7.748573807475623e-06,0.502927303314209,0.010101010091602802,0.12092208862304688,0.04310430958867073
959,75,2.730906544456957e-06,0.06750675290822983,8.344646857949556e-07,0.6899580955505371,0.6464646458625793,0.24119412899017334,0.1479147970676422
967,44,0.048179663717746735,0.9398939609527588,0.051105204969644547,0.68369060754776,0.19191919267177582,0.7155015468597412,0.7997799515724182
969,88,0.00021575654682237655,0.3738373816013336,8.83301836438477e-05,0.6154051423072815,0.46464645862579346,0.4010801315307617,0.3616361618041992
970,31,0.001313175424002111,0.5966596603393555,0.0005665604257956147,0.6445667147636414,0.6565656661987305,0.6146314740180969,0.6568657159805298
971,83,0.0012929860968142748,0.5950595140457153,0.0007014198345132172,0.7143656611442566,0.5353535413742065,0.5771477222442627,0.6058605909347534
973,59,0.04009256884455681,0.9319931864738464,0.0439809113740921,0.5275508761405945,0.09090909361839294,0.6796679496765137,0.7495749592781067
975,81,0.005275034811347723,0.7665766477584839,0.0031627416610717773,0.6353845000267029,0.6262626051902771,0.7244824171066284,0.8106810450553894
979,84,0.008530200459063053,0.8125812411308289,0.005022528115659952,0.84086674451828,0.939393937587738,0.8506250381469727,0.9405940771102905
987,42,4.11619184887968e-05,0.21212121844291687,1.3947389561508317e-05,0.7346296310424805,0.8585858345031738,0.4060606062412262,0.3685368597507477
988,23,0.0017557009123265743,0.6365636587142944,0.0008598444401286542,0.5906027555465698,0.34343433380126953,0.5486248731613159,0.5693569183349609
991,77,0.12519431114196777,0.9781978130340576,0.17978011071681976,0.6777299046516418,0.3737373650074005,0.7968596816062927,0.8945894837379456
996,8,0.0003060431045014411,0.4124412536621094,0.0001419681793777272,0.7042993307113647,0.8181818127632141,0.5341634154319763,0.5500550270080566
997,60,0.04365971311926842,0.9349935054779053,0.04502454027533531,0.655935525894165,0.6060606241226196,0.8363136053085327,0.9283928275108337
999,96,4.727777195512317e-05,0.2246224582195282,1.728519782773219e-05,0.5569909811019897,0.16161616146564484,0.20572055876255035,0.10971096903085709
1005,18,0.0025427495129406452,0.6827682852745056,0.0012873465893790126,0.5852392315864563,0.010101010091602802,0.48096808791160583,0.4715471565723419
1006,47,0.0021975242998450994,0.6644664406776428,0.0013019903562963009,0.5869837403297424,0.2525252401828766,0.5408840775489807,0.559455931186676
